ID_REF	VALUE
R10 - C4 : 1	1.711873298
R10 - C4 : 10	0
R10 - C4 : 11	1.760086755
R10 - C4 : 12	0.079745958
R10 - C4 : 13	1.005909967
R10 - C4 : 14	0.651782953
R10 - C4 : 15	0.490387261
R10 - C4 : 16	2.387384428
R10 - C4 : 2	2.615114346
R10 - C4 : 3	2.172325706
R10 - C4 : 4	0.401874305
R10 - C4 : 5	0.835390727
R10 - C4 : 6	0.685667076
R10 - C4 : 7	0.96676157
R10 - C4 : 8	0.625433089
R10 - C4 : 9	0.335757224
R10 - C5 : 1	1.666621794
R10 - C5 : 10	1.300372832
R10 - C5 : 11	3.046035545
R10 - C5 : 12	2.555342828
R10 - C5 : 13	0.76118313
R10 - C5 : 14	1.362534037
R10 - C5 : 15	0.785468229
R10 - C5 : 16	0
R10 - C5 : 2	1.973204878
R10 - C5 : 3	6.490496593
R10 - C5 : 4	0.595401501
R10 - C5 : 5	0.486299152
R10 - C5 : 6	1.632900575
R10 - C5 : 7	0.728229138
R10 - C5 : 8	0.655051889
R10 - C5 : 9	0.42765511
R10 - C6 : 1	1.988791419
R10 - C6 : 10	1.208940394
R10 - C6 : 11	8.240255968
R10 - C6 : 12	0.353172645
R10 - C6 : 13	0.976296045
R10 - C6 : 14	0.650241933
R10 - C6 : 15	0
R10 - C6 : 16	0.673149609
R10 - C6 : 2	3.43984552
R10 - C6 : 3	1.610714782
R10 - C6 : 4	0.323920576
R10 - C6 : 5	0.808074833
R10 - C6 : 6	0.286198598
R10 - C6 : 7	0.680742758
R10 - C6 : 8	0.741859152
R10 - C6 : 9	0.472501472
R10 - C7 : 1	0.403419118
R10 - C7 : 10	0.158989767
R10 - C7 : 11	0
R10 - C7 : 12	1.319019235
R10 - C7 : 13	0.550611828
R10 - C7 : 14	0.481864401
R10 - C7 : 15	0.667112661
R10 - C7 : 16	1.091011755
R10 - C7 : 2	1.173140668
R10 - C7 : 3	1.272540111
R10 - C7 : 4	0.266624048
R10 - C7 : 5	1.029949262
R10 - C7 : 6	0.270751475
R10 - C7 : 7	5.895401971
R10 - C7 : 8	0.598197767
R10 - C7 : 9	0.390415953
R10 - C8 : 1	0.890270372
R10 - C8 : 10	0.993403694
R10 - C8 : 11	1.155118297
R10 - C8 : 12	3.788094953
R10 - C8 : 13	0
R10 - C8 : 14	1.020963625
R10 - C8 : 15	0.477795517
R10 - C8 : 16	0.927022869
R10 - C8 : 2	1.626377884
R10 - C8 : 3	0.757796085
R10 - C8 : 4	0.610537383
R10 - C8 : 5	2.008546226
R10 - C8 : 6	1.098996373
R10 - C8 : 7	1.242216027
R10 - C8 : 8	0.666924384
R10 - C8 : 9	1.121437585
R10 - C9 : 1	0.694337031
R10 - C9 : 10	1.332078586
R10 - C9 : 11	1.634681275
R10 - C9 : 12	0.585397412
R10 - C9 : 13	0.312277839
R10 - C9 : 14	1.808604512
R10 - C9 : 15	0.69817049
R10 - C9 : 16	0.629837235
R10 - C9 : 2	0.840443602
R10 - C9 : 3	3.8591027
R10 - C9 : 4	0.313309162
R10 - C9 : 5	0.383761891
R10 - C9 : 6	0.992265904
R10 - C9 : 7	4.38016738
R10 - C9 : 8	0.954707241
R10 - C9 : 9	0.727655641
R11 - C1 : 1	1.164378101
R11 - C1 : 10	0.579989299
R11 - C1 : 11	1.127296763
R11 - C1 : 12	1.026741011
R11 - C1 : 13	0.543986086
R11 - C1 : 14	0.185058542
R11 - C1 : 15	0.432393182
R11 - C1 : 16	0.462421916
R11 - C1 : 2	0.238100715
R11 - C1 : 3	2.576365807
R11 - C1 : 4	2.620455907
R11 - C1 : 5	0.635209155
R11 - C1 : 6	0.409121164
R11 - C1 : 7	0.829350265
R11 - C1 : 8	0.601917059
R11 - C1 : 9	0.872709614
R11 - C10 : 1	0.916908892
R11 - C10 : 10	1.630543413
R11 - C10 : 11	0.073242433
R11 - C10 : 12	0.855871101
R11 - C10 : 13	0.232546926
R11 - C10 : 14	0.796458994
R11 - C10 : 15	0.559729395
R11 - C10 : 16	0.582799727
R11 - C10 : 2	0.110452768
R11 - C10 : 3	1.833535518
R11 - C10 : 4	1.28805662
R11 - C10 : 5	0.798533476
R11 - C10 : 6	0.121673928
R11 - C10 : 7	0.816785684
R11 - C10 : 8	0.279364347
R11 - C10 : 9	0.174911474
R11 - C11 : 1	1.667411746
R11 - C11 : 10	0.912736653
R11 - C11 : 11	0.543951309
R11 - C11 : 12	2.939798961
R11 - C11 : 13	0.995800235
R11 - C11 : 14	2.363826506
R11 - C11 : 15	0.473089524
R11 - C11 : 16	0.703634859
R11 - C11 : 2	1.398522409
R11 - C11 : 3	0.646492648
R11 - C11 : 4	0.734939539
R11 - C11 : 5	0.627794298
R11 - C11 : 6	1.223243552
R11 - C11 : 7	0.957913534
R11 - C11 : 8	0.310686833
R11 - C11 : 9	6.388700544
R11 - C12 : 1	0.625903073
R11 - C12 : 10	1.942251546
R11 - C12 : 11	3.521260532
R11 - C12 : 12	0.773231848
R11 - C12 : 13	0.437228884
R11 - C12 : 14	1.763971561
R11 - C12 : 15	0.334015805
R11 - C12 : 16	4.214264873
R11 - C12 : 2	2.852379124
